Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price, Remaining,Name,Strategy,OCO,TIF,Acoount display name,ID,Time,Cancel
XIV,SELL,,-100,,,,,114.2100,,,,,,,,2017-11-07 09:47:45,
